properties.nombre,properties.libres,timestamp
Easo,128,2022-01-31 14:17:46.177642
Estación,276,2022-01-31 14:17:46.177642
Illumbe,0,2022-01-31 14:17:46.177642
Katalunia,286,2022-01-31 14:17:46.177642
Kontxa,434,2022-01-31 14:17:46.177642
Kursaal,191,2022-01-31 14:17:46.177642
Okendo,438,2022-01-31 14:17:46.177642
Ondarreta,0,2022-01-31 14:17:46.177642
Pio XII,375,2022-01-31 14:17:46.177642
San Martin,181,2022-01-31 14:17:46.177642
Txofre,10,2022-01-31 14:17:46.177642
Zuatzu,0,2022-01-31 14:17:46.177642
Arcco,0,2022-01-31 15:20:01.898382
Atotxa,139,2022-01-31 15:20:01.898382
Boulevard,218,2022-01-31 15:20:01.898382
Buen Pastor,200,2022-01-31 15:20:01.898382
Easo,81,2022-01-31 15:20:01.898382
Estación,268,2022-01-31 15:20:01.898382
Illumbe,0,2022-01-31 15:20:01.898382
Katalunia,256,2022-01-31 15:20:01.898382
Kontxa,439,2022-01-31 15:20:01.898382
Kursaal,180,2022-01-31 15:20:01.898382
Okendo,419,2022-01-31 15:20:01.898382
Ondarreta,0,2022-01-31 15:20:01.898382
Pio XII,363,2022-01-31 15:20:01.898382
San Martin,160,2022-01-31 15:20:01.898382
Txofre,10,2022-01-31 15:20:01.898382
Zuatzu,0,2022-01-31 15:20:01.898382
Arcco,0,2022-01-31 16:28:30.641213
Atotxa,119,2022-01-31 16:28:30.641213
Boulevard,217,2022-01-31 16:28:30.641213
Buen Pastor,190,2022-01-31 16:28:30.641213
Easo,65,2022-01-31 16:28:30.641213
Estación,257,2022-01-31 16:28:30.641213
Illumbe,0,2022-01-31 16:28:30.641213
Katalunia,188,2022-01-31 16:28:30.641213
Kontxa,416,2022-01-31 16:28:30.641213
Kursaal,184,2022-01-31 16:28:30.641213
Okendo,419,2022-01-31 16:28:30.641213
Ondarreta,0,2022-01-31 16:28:30.641213
Pio XII,367,2022-01-31 16:28:30.641213
San Martin,138,2022-01-31 16:28:30.641213
Txofre,10,2022-01-31 16:28:30.641213
Zuatzu,0,2022-01-31 16:28:30.641213
Arcco,0,2022-01-31 17:19:14.032677
Atotxa,112,2022-01-31 17:19:14.032677
Boulevard,219,2022-01-31 17:19:14.032677
Buen Pastor,171,2022-01-31 17:19:14.032677
Easo,71,2022-01-31 17:19:14.032677
Estación,256,2022-01-31 17:19:14.032677
Illumbe,0,2022-01-31 17:19:14.032677
Katalunia,187,2022-01-31 17:19:14.032677
Kontxa,428,2022-01-31 17:19:14.032677
Kursaal,197,2022-01-31 17:19:14.032677
Okendo,428,2022-01-31 17:19:14.032677
Ondarreta,0,2022-01-31 17:19:14.032677
Pio XII,351,2022-01-31 17:19:14.032677
San Martin,133,2022-01-31 17:19:14.032677
Txofre,10,2022-01-31 17:19:14.032677
Zuatzu,0,2022-01-31 17:19:14.032677
Arcco,0,2022-01-31 18:22:30.129813
Atotxa,101,2022-01-31 18:22:30.129813
Boulevard,246,2022-01-31 18:22:30.129813
Buen Pastor,178,2022-01-31 18:22:30.129813
Easo,96,2022-01-31 18:22:30.129813
Estación,260,2022-01-31 18:22:30.129813
Illumbe,0,2022-01-31 18:22:30.129813
Katalunia,200,2022-01-31 18:22:30.129813
Kontxa,441,2022-01-31 18:22:30.129813
Kursaal,203,2022-01-31 18:22:30.129813
Okendo,467,2022-01-31 18:22:30.129813
Ondarreta,0,2022-01-31 18:22:30.129813
Pio XII,379,2022-01-31 18:22:30.129813
San Martin,154,2022-01-31 18:22:30.129813
Txofre,10,2022-01-31 18:22:30.129813
Zuatzu,0,2022-01-31 18:22:30.129813
Arcco,0,2022-01-31 19:14:49.291344
Atotxa,149,2022-01-31 19:14:49.291344
Boulevard,263,2022-01-31 19:14:49.291344
Buen Pastor,249,2022-01-31 19:14:49.291344
Easo,111,2022-01-31 19:14:49.291344
Estación,281,2022-01-31 19:14:49.291344
Illumbe,0,2022-01-31 19:14:49.291344
Katalunia,275,2022-01-31 19:14:49.291344
Kontxa,466,2022-01-31 19:14:49.291344
Kursaal,214,2022-01-31 19:14:49.291344
Okendo,525,2022-01-31 19:14:49.291344
Ondarreta,0,2022-01-31 19:14:49.291344
Pio XII,403,2022-01-31 19:14:49.291344
San Martin,200,2022-01-31 19:14:49.291344
Txofre,10,2022-01-31 19:14:49.291344
Zuatzu,0,2022-01-31 19:14:49.291344
Arcco,0,2022-01-31 20:20:12.544413
Atotxa,180,2022-01-31 20:20:12.544413
Boulevard,290,2022-01-31 20:20:12.544413
Buen Pastor,291,2022-01-31 20:20:12.544413
Easo,143,2022-01-31 20:20:12.544413
Estación,300,2022-01-31 20:20:12.544413
Illumbe,0,2022-01-31 20:20:12.544413
Katalunia,331,2022-01-31 20:20:12.544413
Kontxa,487,2022-01-31 20:20:12.544413
Kursaal,218,2022-01-31 20:20:12.544413
Okendo,549,2022-01-31 20:20:12.544413
Ondarreta,0,2022-01-31 20:20:12.544413
Pio XII,434,2022-01-31 20:20:12.544413
San Martin,234,2022-01-31 20:20:12.544413
Txofre,10,2022-01-31 20:20:12.544413
Zuatzu,0,2022-01-31 20:20:12.544413
Arcco,0,2022-01-31 21:15:49.679408
Atotxa,190,2022-01-31 21:15:49.679408
Boulevard,315,2022-01-31 21:15:49.679408
Buen Pastor,315,2022-01-31 21:15:49.679408
Easo,151,2022-01-31 21:15:49.679408
Estación,304,2022-01-31 21:15:49.679408
Illumbe,0,2022-01-31 21:15:49.679408
Katalunia,357,2022-01-31 21:15:49.679408
Kontxa,518,2022-01-31 21:15:49.679408
Kursaal,220,2022-01-31 21:15:49.679408
Okendo,558,2022-01-31 21:15:49.679408
Ondarreta,0,2022-01-31 21:15:49.679408
Pio XII,432,2022-01-31 21:15:49.679408
San Martin,250,2022-01-31 21:15:49.679408
Txofre,10,2022-01-31 21:15:49.679408
Zuatzu,0,2022-01-31 21:15:49.679408
Arcco,0,2022-01-31 22:18:12.744022
Atotxa,191,2022-01-31 22:18:12.744022
Boulevard,333,2022-01-31 22:18:12.744022
Buen Pastor,326,2022-01-31 22:18:12.744022
Easo,155,2022-01-31 22:18:12.744022
Estación,321,2022-01-31 22:18:12.744022
Illumbe,0,2022-01-31 22:18:12.744022
Katalunia,365,2022-01-31 22:18:12.744022
Kontxa,534,2022-01-31 22:18:12.744022
Kursaal,222,2022-01-31 22:18:12.744022
Okendo,561,2022-01-31 22:18:12.744022
Ondarreta,0,2022-01-31 22:18:12.744022
Pio XII,429,2022-01-31 22:18:12.744022
San Martin,252,2022-01-31 22:18:12.744022
Txofre,10,2022-01-31 22:18:12.744022
Zuatzu,0,2022-01-31 22:18:12.744022
Arcco,0,2022-01-31 23:19:11.752031
Atotxa,193,2022-01-31 23:19:11.752031
Boulevard,344,2022-01-31 23:19:11.752031
Buen Pastor,332,2022-01-31 23:19:11.752031
Easo,154,2022-01-31 23:19:11.752031
Estación,319,2022-01-31 23:19:11.752031
Illumbe,0,2022-01-31 23:19:11.752031
Katalunia,368,2022-01-31 23:19:11.752031
Kontxa,533,2022-01-31 23:19:11.752031
Kursaal,222,2022-01-31 23:19:11.752031
Okendo,562,2022-01-31 23:19:11.752031
Ondarreta,0,2022-01-31 23:19:11.752031
Pio XII,434,2022-01-31 23:19:11.752031
San Martin,257,2022-01-31 23:19:11.752031
Txofre,10,2022-01-31 23:19:11.752031
Zuatzu,0,2022-01-31 23:19:11.752031
Arcco,0,2022-02-01 01:09:59.960155
Atotxa,193,2022-02-01 01:09:59.960155
Boulevard,348,2022-02-01 01:09:59.960155
Buen Pastor,331,2022-02-01 01:09:59.960155
Easo,154,2022-02-01 01:09:59.960155
Estación,321,2022-02-01 01:09:59.960155
Illumbe,0,2022-02-01 01:09:59.960155
Katalunia,370,2022-02-01 01:09:59.960155
Kontxa,535,2022-02-01 01:09:59.960155
Kursaal,222,2022-02-01 01:09:59.960155
Okendo,564,2022-02-01 01:09:59.960155
Ondarreta,0,2022-02-01 01:09:59.960155
Pio XII,430,2022-02-01 01:09:59.960155
San Martin,257,2022-02-01 01:09:59.960155
Txofre,10,2022-02-01 01:09:59.960155
Zuatzu,0,2022-02-01 01:09:59.960155
Arcco,0,2022-02-01 02:33:49.583642
Atotxa,193,2022-02-01 02:33:49.583642
Boulevard,349,2022-02-01 02:33:49.583642
Buen Pastor,331,2022-02-01 02:33:49.583642
Easo,154,2022-02-01 02:33:49.583642
Estación,321,2022-02-01 02:33:49.583642
Illumbe,0,2022-02-01 02:33:49.583642
Katalunia,370,2022-02-01 02:33:49.583642
Kontxa,536,2022-02-01 02:33:49.583642
Kursaal,222,2022-02-01 02:33:49.583642
Okendo,564,2022-02-01 02:33:49.583642
Ondarreta,0,2022-02-01 02:33:49.583642
Pio XII,430,2022-02-01 02:33:49.583642
San Martin,257,2022-02-01 02:33:49.583642
Txofre,10,2022-02-01 02:33:49.583642
Zuatzu,0,2022-02-01 02:33:49.583642
Arcco,0,2022-02-01 03:19:14.101332
Atotxa,193,2022-02-01 03:19:14.101332
Boulevard,349,2022-02-01 03:19:14.101332
Buen Pastor,331,2022-02-01 03:19:14.101332
Easo,154,2022-02-01 03:19:14.101332
Estación,321,2022-02-01 03:19:14.101332
Illumbe,0,2022-02-01 03:19:14.101332
Katalunia,370,2022-02-01 03:19:14.101332
Kontxa,536,2022-02-01 03:19:14.101332
Kursaal,222,2022-02-01 03:19:14.101332
Okendo,563,2022-02-01 03:19:14.101332
Ondarreta,0,2022-02-01 03:19:14.101332
Pio XII,430,2022-02-01 03:19:14.101332
San Martin,257,2022-02-01 03:19:14.101332
Txofre,10,2022-02-01 03:19:14.101332
Zuatzu,0,2022-02-01 03:19:14.101332
Arcco,0,2022-02-01 04:24:50.321240
Atotxa,193,2022-02-01 04:24:50.321240
Boulevard,348,2022-02-01 04:24:50.321240
Buen Pastor,331,2022-02-01 04:24:50.321240
Easo,155,2022-02-01 04:24:50.321240
Estación,321,2022-02-01 04:24:50.321240
Illumbe,0,2022-02-01 04:24:50.321240
Katalunia,370,2022-02-01 04:24:50.321240
Kontxa,535,2022-02-01 04:24:50.321240
Kursaal,222,2022-02-01 04:24:50.321240
Okendo,563,2022-02-01 04:24:50.321240
Ondarreta,0,2022-02-01 04:24:50.321240
Pio XII,430,2022-02-01 04:24:50.321240
San Martin,257,2022-02-01 04:24:50.321240
Txofre,10,2022-02-01 04:24:50.321240
Zuatzu,0,2022-02-01 04:24:50.321240
Arcco,0,2022-02-01 05:17:41.704445
Atotxa,192,2022-02-01 05:17:41.704445
Boulevard,347,2022-02-01 05:17:41.704445
Buen Pastor,331,2022-02-01 05:17:41.704445
Easo,154,2022-02-01 05:17:41.704445
Estación,318,2022-02-01 05:17:41.704445
Illumbe,0,2022-02-01 05:17:41.704445
Katalunia,371,2022-02-01 05:17:41.704445
Kontxa,535,2022-02-01 05:17:41.704445
Kursaal,221,2022-02-01 05:17:41.704445
Okendo,564,2022-02-01 05:17:41.704445
Ondarreta,0,2022-02-01 05:17:41.704445
Pio XII,430,2022-02-01 05:17:41.704445
San Martin,255,2022-02-01 05:17:41.704445
Txofre,10,2022-02-01 05:17:41.704445
Zuatzu,0,2022-02-01 05:17:41.704445
Arcco,0,2022-02-01 06:23:14.954572
Atotxa,192,2022-02-01 06:23:14.954572
Boulevard,345,2022-02-01 06:23:14.954572
Buen Pastor,331,2022-02-01 06:23:14.954572
Easo,159,2022-02-01 06:23:14.954572
Estación,313,2022-02-01 06:23:14.954572
Illumbe,0,2022-02-01 06:23:14.954572
Katalunia,372,2022-02-01 06:23:14.954572
Kontxa,536,2022-02-01 06:23:14.954572
Kursaal,221,2022-02-01 06:23:14.954572
Okendo,567,2022-02-01 06:23:14.954572
Ondarreta,0,2022-02-01 06:23:14.954572
Pio XII,428,2022-02-01 06:23:14.954572
San Martin,250,2022-02-01 06:23:14.954572
Txofre,10,2022-02-01 06:23:14.954572
Zuatzu,0,2022-02-01 06:23:14.954572
Arcco,0,2022-02-01 07:17:58.813157
Atotxa,179,2022-02-01 07:17:58.813157
Boulevard,337,2022-02-01 07:17:58.813157
Buen Pastor,323,2022-02-01 07:17:58.813157
Easo,155,2022-02-01 07:17:58.813157
Estación,306,2022-02-01 07:17:58.813157
Illumbe,0,2022-02-01 07:17:58.813157
Katalunia,368,2022-02-01 07:17:58.813157
Kontxa,521,2022-02-01 07:17:58.813157
Kursaal,219,2022-02-01 07:17:58.813157
Okendo,538,2022-02-01 07:17:58.813157
Ondarreta,0,2022-02-01 07:17:58.813157
Pio XII,411,2022-02-01 07:17:58.813157
San Martin,237,2022-02-01 07:17:58.813157
Txofre,10,2022-02-01 07:17:58.813157
Zuatzu,0,2022-02-01 07:17:58.813157
Arcco,0,2022-02-01 08:23:30.065636
Atotxa,134,2022-02-01 08:23:30.065636
Boulevard,282,2022-02-01 08:23:30.065636
Buen Pastor,271,2022-02-01 08:23:30.065636
Easo,128,2022-02-01 08:23:30.065636
Estación,288,2022-02-01 08:23:30.065636
Illumbe,0,2022-02-01 08:23:30.065636
Katalunia,312,2022-02-01 08:23:30.065636
Kontxa,471,2022-02-01 08:23:30.065636
Kursaal,187,2022-02-01 08:23:30.065636
Okendo,475,2022-02-01 08:23:30.065636
Ondarreta,0,2022-02-01 08:23:30.065636
Pio XII,375,2022-02-01 08:23:30.065636
San Martin,200,2022-02-01 08:23:30.065636
Txofre,10,2022-02-01 08:23:30.065636
Zuatzu,0,2022-02-01 08:23:30.065636
Arcco,0,2022-02-01 10:21:31.555584
Atotxa,67,2022-02-01 10:21:31.555584
Boulevard,190,2022-02-01 10:21:31.555584
Buen Pastor,160,2022-02-01 10:21:31.555584
Easo,88,2022-02-01 10:21:31.555584
Estación,243,2022-02-01 10:21:31.555584
Illumbe,0,2022-02-01 10:21:31.555584
Katalunia,193,2022-02-01 10:21:31.555584
Kontxa,386,2022-02-01 10:21:31.555584
Kursaal,162,2022-02-01 10:21:31.555584
Okendo,352,2022-02-01 10:21:31.555584
Ondarreta,0,2022-02-01 10:21:31.555584
Pio XII,338,2022-02-01 10:21:31.555584
San Martin,90,2022-02-01 10:21:31.555584
Txofre,10,2022-02-01 10:21:31.555584
Zuatzu,0,2022-02-01 10:21:31.555584
Arcco,0,2022-02-01 11:17:41.606424
Atotxa,51,2022-02-01 11:17:41.606424
Boulevard,166,2022-02-01 11:17:41.606424
Buen Pastor,137,2022-02-01 11:17:41.606424
Easo,85,2022-02-01 11:17:41.606424
Estación,231,2022-02-01 11:17:41.606424
Illumbe,0,2022-02-01 11:17:41.606424
Katalunia,185,2022-02-01 11:17:41.606424
Kontxa,352,2022-02-01 11:17:41.606424
Kursaal,151,2022-02-01 11:17:41.606424
Okendo,322,2022-02-01 11:17:41.606424
Ondarreta,0,2022-02-01 11:17:41.606424
Pio XII,336,2022-02-01 11:17:41.606424
San Martin,68,2022-02-01 11:17:41.606424
Txofre,10,2022-02-01 11:17:41.606424
Zuatzu,0,2022-02-01 11:17:41.606424
Arcco,0,2022-02-01 12:31:35.405605
Atotxa,71,2022-02-01 12:31:35.405605
Boulevard,171,2022-02-01 12:31:35.405605
Buen Pastor,175,2022-02-01 12:31:35.405605
Easo,117,2022-02-01 12:31:35.405605
Estación,252,2022-02-01 12:31:35.405605
Illumbe,0,2022-02-01 12:31:35.405605
Katalunia,208,2022-02-01 12:31:35.405605
Kontxa,361,2022-02-01 12:31:35.405605
Kursaal,154,2022-02-01 12:31:35.405605
Okendo,342,2022-02-01 12:31:35.405605
Ondarreta,0,2022-02-01 12:31:35.405605
Pio XII,349,2022-02-01 12:31:35.405605
San Martin,99,2022-02-01 12:31:35.405605
Txofre,10,2022-02-01 12:31:35.405605
Zuatzu,0,2022-02-01 12:31:35.405605
Arcco,0,2022-02-01 13:21:20.654983
Atotxa,101,2022-02-01 13:21:20.654983
Boulevard,188,2022-02-01 13:21:20.654983
Buen Pastor,216,2022-02-01 13:21:20.654983
Easo,118,2022-02-01 13:21:20.654983
Estación,261,2022-02-01 13:21:20.654983
Illumbe,0,2022-02-01 13:21:20.654983
Katalunia,245,2022-02-01 13:21:20.654983
Kontxa,399,2022-02-01 13:21:20.654983
Kursaal,165,2022-02-01 13:21:20.654983
Okendo,385,2022-02-01 13:21:20.654983
Ondarreta,0,2022-02-01 13:21:20.654983
Pio XII,365,2022-02-01 13:21:20.654983
San Martin,134,2022-02-01 13:21:20.654983
Txofre,10,2022-02-01 13:21:20.654983
Zuatzu,0,2022-02-01 13:21:20.654983
Arcco,0,2022-02-01 14:17:39.033206
Atotxa,143,2022-02-01 14:17:39.033206
Boulevard,220,2022-02-01 14:17:39.033206
Buen Pastor,216,2022-02-01 14:17:39.033206
Easo,121,2022-02-01 14:17:39.033206
Estación,263,2022-02-01 14:17:39.033206
Illumbe,0,2022-02-01 14:17:39.033206
Katalunia,252,2022-02-01 14:17:39.033206
Kontxa,407,2022-02-01 14:17:39.033206
Kursaal,187,2022-02-01 14:17:39.033206
Okendo,407,2022-02-01 14:17:39.033206
Ondarreta,0,2022-02-01 14:17:39.033206
Pio XII,366,2022-02-01 14:17:39.033206
San Martin,149,2022-02-01 14:17:39.033206
Txofre,10,2022-02-01 14:17:39.033206
Zuatzu,0,2022-02-01 14:17:39.033206
Arcco,0,2022-02-01 15:20:27.746288
Atotxa,136,2022-02-01 15:20:27.746288
Boulevard,201,2022-02-01 15:20:27.746288
Buen Pastor,202,2022-02-01 15:20:27.746288
Easo,99,2022-02-01 15:20:27.746288
Estación,262,2022-02-01 15:20:27.746288
Illumbe,0,2022-02-01 15:20:27.746288
Katalunia,244,2022-02-01 15:20:27.746288
Kontxa,394,2022-02-01 15:20:27.746288
Kursaal,193,2022-02-01 15:20:27.746288
Okendo,385,2022-02-01 15:20:27.746288
Ondarreta,0,2022-02-01 15:20:27.746288
Pio XII,353,2022-02-01 15:20:27.746288
San Martin,147,2022-02-01 15:20:27.746288
Txofre,10,2022-02-01 15:20:27.746288
Zuatzu,0,2022-02-01 15:20:27.746288
Arcco,0,2022-02-01 16:32:53.151369
Atotxa,121,2022-02-01 16:32:53.151369
Boulevard,207,2022-02-01 16:32:53.151369
Buen Pastor,176,2022-02-01 16:32:53.151369
Easo,60,2022-02-01 16:32:53.151369
Estación,244,2022-02-01 16:32:53.151369
Illumbe,0,2022-02-01 16:32:53.151369
Katalunia,188,2022-02-01 16:32:53.151369
Kontxa,389,2022-02-01 16:32:53.151369
Kursaal,195,2022-02-01 16:32:53.151369
Okendo,362,2022-02-01 16:32:53.151369
Ondarreta,0,2022-02-01 16:32:53.151369
Pio XII,347,2022-02-01 16:32:53.151369
San Martin,142,2022-02-01 16:32:53.151369
Txofre,10,2022-02-01 16:32:53.151369
Zuatzu,0,2022-02-01 16:32:53.151369
Arcco,0,2022-02-01 17:21:54.371151
Atotxa,111,2022-02-01 17:21:54.371151
Boulevard,219,2022-02-01 17:21:54.371151
Buen Pastor,139,2022-02-01 17:21:54.371151
Easo,65,2022-02-01 17:21:54.371151
Estación,244,2022-02-01 17:21:54.371151
Illumbe,0,2022-02-01 17:21:54.371151
Katalunia,164,2022-02-01 17:21:54.371151
Kontxa,401,2022-02-01 17:21:54.371151
Kursaal,197,2022-02-01 17:21:54.371151
Okendo,377,2022-02-01 17:21:54.371151
Ondarreta,0,2022-02-01 17:21:54.371151
Pio XII,348,2022-02-01 17:21:54.371151
San Martin,134,2022-02-01 17:21:54.371151
Txofre,10,2022-02-01 17:21:54.371151
Zuatzu,0,2022-02-01 17:21:54.371151
Arcco,0,2022-02-01 18:23:09.838942
Atotxa,122,2022-02-01 18:23:09.838942
Boulevard,218,2022-02-01 18:23:09.838942
Buen Pastor,168,2022-02-01 18:23:09.838942
Easo,82,2022-02-01 18:23:09.838942
Estación,241,2022-02-01 18:23:09.838942
Illumbe,0,2022-02-01 18:23:09.838942
Katalunia,167,2022-02-01 18:23:09.838942
Kontxa,426,2022-02-01 18:23:09.838942
Kursaal,213,2022-02-01 18:23:09.838942
Okendo,403,2022-02-01 18:23:09.838942
Ondarreta,0,2022-02-01 18:23:09.838942
Pio XII,350,2022-02-01 18:23:09.838942
San Martin,141,2022-02-01 18:23:09.838942
Txofre,10,2022-02-01 18:23:09.838942
Zuatzu,0,2022-02-01 18:23:09.838942
Arcco,0,2022-02-01 19:16:00.237412
Atotxa,147,2022-02-01 19:16:00.237412
Boulevard,242,2022-02-01 19:16:00.237412
Buen Pastor,233,2022-02-01 19:16:00.237412
Easo,113,2022-02-01 19:16:00.237412
Estación,275,2022-02-01 19:16:00.237412
Illumbe,0,2022-02-01 19:16:00.237412
Katalunia,244,2022-02-01 19:16:00.237412
Kontxa,460,2022-02-01 19:16:00.237412
Kursaal,217,2022-02-01 19:16:00.237412
Okendo,468,2022-02-01 19:16:00.237412
Ondarreta,0,2022-02-01 19:16:00.237412
Pio XII,368,2022-02-01 19:16:00.237412
San Martin,203,2022-02-01 19:16:00.237412
Txofre,10,2022-02-01 19:16:00.237412
Zuatzu,0,2022-02-01 19:16:00.237412
Arcco,0,2022-02-01 20:19:45.157835
Atotxa,170,2022-02-01 20:19:45.157835
Boulevard,265,2022-02-01 20:19:45.157835
Buen Pastor,294,2022-02-01 20:19:45.157835
Easo,136,2022-02-01 20:19:45.157835
Estación,298,2022-02-01 20:19:45.157835
Illumbe,0,2022-02-01 20:19:45.157835
Katalunia,295,2022-02-01 20:19:45.157835
Kontxa,485,2022-02-01 20:19:45.157835
Kursaal,227,2022-02-01 20:19:45.157835
Okendo,514,2022-02-01 20:19:45.157835
Ondarreta,0,2022-02-01 20:19:45.157835
Pio XII,381,2022-02-01 20:19:45.157835
San Martin,228,2022-02-01 20:19:45.157835
Txofre,10,2022-02-01 20:19:45.157835
Zuatzu,0,2022-02-01 20:19:45.157835
Arcco,0,2022-02-01 21:16:49.381182
Atotxa,189,2022-02-01 21:16:49.381182
Boulevard,293,2022-02-01 21:16:49.381182
Buen Pastor,314,2022-02-01 21:16:49.381182
Easo,144,2022-02-01 21:16:49.381182
Estación,309,2022-02-01 21:16:49.381182
Illumbe,0,2022-02-01 21:16:49.381182
Katalunia,328,2022-02-01 21:16:49.381182
Kontxa,498,2022-02-01 21:16:49.381182
Kursaal,229,2022-02-01 21:16:49.381182
Okendo,523,2022-02-01 21:16:49.381182
Ondarreta,0,2022-02-01 21:16:49.381182
Pio XII,379,2022-02-01 21:16:49.381182
San Martin,245,2022-02-01 21:16:49.381182
Txofre,10,2022-02-01 21:16:49.381182
Zuatzu,0,2022-02-01 21:16:49.381182
Arcco,0,2022-02-01 22:18:54.398056
Atotxa,190,2022-02-01 22:18:54.398056
Boulevard,317,2022-02-01 22:18:54.398056
Buen Pastor,325,2022-02-01 22:18:54.398056
Easo,152,2022-02-01 22:18:54.398056
Estación,319,2022-02-01 22:18:54.398056
Illumbe,0,2022-02-01 22:18:54.398056
Katalunia,345,2022-02-01 22:18:54.398056
Kontxa,508,2022-02-01 22:18:54.398056
Kursaal,232,2022-02-01 22:18:54.398056
Okendo,536,2022-02-01 22:18:54.398056
Ondarreta,0,2022-02-01 22:18:54.398056
Pio XII,380,2022-02-01 22:18:54.398056
San Martin,251,2022-02-01 22:18:54.398056
Txofre,10,2022-02-01 22:18:54.398056
Zuatzu,0,2022-02-01 22:18:54.398056
Arcco,0,2022-02-01 23:19:26.941315
Atotxa,192,2022-02-01 23:19:26.941315
Boulevard,332,2022-02-01 23:19:26.941315
Buen Pastor,329,2022-02-01 23:19:26.941315
Easo,156,2022-02-01 23:19:26.941315
Estación,320,2022-02-01 23:19:26.941315
Illumbe,0,2022-02-01 23:19:26.941315
Katalunia,354,2022-02-01 23:19:26.941315
Kontxa,515,2022-02-01 23:19:26.941315
Kursaal,231,2022-02-01 23:19:26.941315
Okendo,538,2022-02-01 23:19:26.941315
Ondarreta,0,2022-02-01 23:19:26.941315
Pio XII,378,2022-02-01 23:19:26.941315
San Martin,251,2022-02-01 23:19:26.941315
Txofre,10,2022-02-01 23:19:26.941315
Zuatzu,0,2022-02-01 23:19:26.941315
Arcco,0,2022-02-02 01:08:08.195858
Atotxa,192,2022-02-02 01:08:08.195858
Boulevard,342,2022-02-02 01:08:08.195858
Buen Pastor,332,2022-02-02 01:08:08.195858
Easo,155,2022-02-02 01:08:08.195858
Estación,322,2022-02-02 01:08:08.195858
Illumbe,0,2022-02-02 01:08:08.195858
Katalunia,357,2022-02-02 01:08:08.195858
Kontxa,518,2022-02-02 01:08:08.195858
Kursaal,233,2022-02-02 01:08:08.195858
Okendo,540,2022-02-02 01:08:08.195858
Ondarreta,0,2022-02-02 01:08:08.195858
Pio XII,381,2022-02-02 01:08:08.195858
San Martin,254,2022-02-02 01:08:08.195858
Txofre,10,2022-02-02 01:08:08.195858
Zuatzu,0,2022-02-02 01:08:08.195858
Arcco,0,2022-02-02 02:32:16.058526
Atotxa,192,2022-02-02 02:32:16.058526
Boulevard,343,2022-02-02 02:32:16.058526
Buen Pastor,332,2022-02-02 02:32:16.058526
Easo,154,2022-02-02 02:32:16.058526
Estación,322,2022-02-02 02:32:16.058526
Illumbe,0,2022-02-02 02:32:16.058526
Katalunia,358,2022-02-02 02:32:16.058526
Kontxa,519,2022-02-02 02:32:16.058526
Kursaal,233,2022-02-02 02:32:16.058526
Okendo,540,2022-02-02 02:32:16.058526
Ondarreta,0,2022-02-02 02:32:16.058526
Pio XII,382,2022-02-02 02:32:16.058526
San Martin,255,2022-02-02 02:32:16.058526
Txofre,10,2022-02-02 02:32:16.058526
Zuatzu,0,2022-02-02 02:32:16.058526
Arcco,0,2022-02-02 03:19:07.085491
Atotxa,192,2022-02-02 03:19:07.085491
Boulevard,343,2022-02-02 03:19:07.085491
Buen Pastor,332,2022-02-02 03:19:07.085491
Easo,155,2022-02-02 03:19:07.085491
Estación,322,2022-02-02 03:19:07.085491
Illumbe,0,2022-02-02 03:19:07.085491
Katalunia,358,2022-02-02 03:19:07.085491
Kontxa,519,2022-02-02 03:19:07.085491
Kursaal,233,2022-02-02 03:19:07.085491
Okendo,550,2022-02-02 03:19:07.085491
Ondarreta,0,2022-02-02 03:19:07.085491
Pio XII,382,2022-02-02 03:19:07.085491
San Martin,255,2022-02-02 03:19:07.085491
Txofre,10,2022-02-02 03:19:07.085491
Zuatzu,0,2022-02-02 03:19:07.085491
Arcco,0,2022-02-02 04:24:48.867714
Atotxa,192,2022-02-02 04:24:48.867714
Boulevard,343,2022-02-02 04:24:48.867714
Buen Pastor,332,2022-02-02 04:24:48.867714
Easo,156,2022-02-02 04:24:48.867714
Estación,322,2022-02-02 04:24:48.867714
Illumbe,0,2022-02-02 04:24:48.867714
Katalunia,358,2022-02-02 04:24:48.867714
Kontxa,519,2022-02-02 04:24:48.867714
Kursaal,233,2022-02-02 04:24:48.867714
Okendo,557,2022-02-02 04:24:48.867714
Ondarreta,0,2022-02-02 04:24:48.867714
Pio XII,382,2022-02-02 04:24:48.867714
San Martin,254,2022-02-02 04:24:48.867714
Txofre,10,2022-02-02 04:24:48.867714
Zuatzu,0,2022-02-02 04:24:48.867714
Arcco,0,2022-02-02 05:17:35.741879
Atotxa,191,2022-02-02 05:17:35.741879
Boulevard,341,2022-02-02 05:17:35.741879
Buen Pastor,331,2022-02-02 05:17:35.741879
Easo,156,2022-02-02 05:17:35.741879
Estación,317,2022-02-02 05:17:35.741879
Illumbe,0,2022-02-02 05:17:35.741879
Katalunia,360,2022-02-02 05:17:35.741879
Kontxa,518,2022-02-02 05:17:35.741879
Kursaal,232,2022-02-02 05:17:35.741879
Okendo,559,2022-02-02 05:17:35.741879
Ondarreta,0,2022-02-02 05:17:35.741879
Pio XII,382,2022-02-02 05:17:35.741879
San Martin,254,2022-02-02 05:17:35.741879
Txofre,10,2022-02-02 05:17:35.741879
Zuatzu,0,2022-02-02 05:17:35.741879
