properties.nombre,properties.libres,timestamp
Boulevard,150,2022-03-15 13:28:01.113359
Buen Pastor,175,2022-03-15 13:28:01.113359
Easo,101,2022-03-15 13:28:01.113359
Estación,237,2022-03-15 13:28:01.113359
Illumbe,0,2022-03-15 13:28:01.113359
Katalunia,212,2022-03-15 13:28:01.113359
Kontxa,381,2022-03-15 13:28:01.113359
Kursaal,0,2022-03-15 13:28:01.113359
Okendo,350,2022-03-15 13:28:01.113359
Ondarreta,0,2022-03-15 13:28:01.113359
Pio XII,401,2022-03-15 13:28:01.113359
San Martin,108,2022-03-15 13:28:01.113359
Txofre,0,2022-03-15 13:28:01.113359
Zuatzu,0,2022-03-15 13:28:01.113359
Arcco,0,2022-03-15 14:17:57.708827
Atotxa,93,2022-03-15 14:17:57.708827
Boulevard,150,2022-03-15 14:17:57.708827
Buen Pastor,175,2022-03-15 14:17:57.708827
Easo,101,2022-03-15 14:17:57.708827
Estación,237,2022-03-15 14:17:57.708827
Illumbe,0,2022-03-15 14:17:57.708827
Katalunia,212,2022-03-15 14:17:57.708827
Kontxa,381,2022-03-15 14:17:57.708827
Kursaal,0,2022-03-15 14:17:57.708827
Okendo,350,2022-03-15 14:17:57.708827
Ondarreta,0,2022-03-15 14:17:57.708827
Pio XII,401,2022-03-15 14:17:57.708827
San Martin,108,2022-03-15 14:17:57.708827
Txofre,0,2022-03-15 14:17:57.708827
Zuatzu,0,2022-03-15 14:17:57.708827
Arcco,0,2022-03-15 15:18:00.686691
Atotxa,93,2022-03-15 15:18:00.686691
Boulevard,150,2022-03-15 15:18:00.686691
Buen Pastor,175,2022-03-15 15:18:00.686691
Easo,101,2022-03-15 15:18:00.686691
Estación,237,2022-03-15 15:18:00.686691
Illumbe,0,2022-03-15 15:18:00.686691
Katalunia,212,2022-03-15 15:18:00.686691
Kontxa,381,2022-03-15 15:18:00.686691
Kursaal,0,2022-03-15 15:18:00.686691
Okendo,350,2022-03-15 15:18:00.686691
Ondarreta,0,2022-03-15 15:18:00.686691
Pio XII,401,2022-03-15 15:18:00.686691
San Martin,108,2022-03-15 15:18:00.686691
Txofre,0,2022-03-15 15:18:00.686691
Zuatzu,0,2022-03-15 15:18:00.686691
Arcco,0,2022-03-15 16:29:05.215579
Atotxa,93,2022-03-15 16:29:05.215579
Boulevard,150,2022-03-15 16:29:05.215579
Buen Pastor,175,2022-03-15 16:29:05.215579
Easo,101,2022-03-15 16:29:05.215579
Estación,237,2022-03-15 16:29:05.215579
Illumbe,0,2022-03-15 16:29:05.215579
Katalunia,212,2022-03-15 16:29:05.215579
Kontxa,381,2022-03-15 16:29:05.215579
Kursaal,0,2022-03-15 16:29:05.215579
Okendo,350,2022-03-15 16:29:05.215579
Ondarreta,0,2022-03-15 16:29:05.215579
Pio XII,401,2022-03-15 16:29:05.215579
San Martin,108,2022-03-15 16:29:05.215579
Txofre,0,2022-03-15 16:29:05.215579
Zuatzu,0,2022-03-15 16:29:05.215579
Arcco,0,2022-03-15 17:18:30.762333
Atotxa,93,2022-03-15 17:18:30.762333
Boulevard,150,2022-03-15 17:18:30.762333
Buen Pastor,175,2022-03-15 17:18:30.762333
Easo,101,2022-03-15 17:18:30.762333
Estación,237,2022-03-15 17:18:30.762333
Illumbe,0,2022-03-15 17:18:30.762333
Katalunia,212,2022-03-15 17:18:30.762333
Kontxa,381,2022-03-15 17:18:30.762333
Kursaal,0,2022-03-15 17:18:30.762333
Okendo,350,2022-03-15 17:18:30.762333
Ondarreta,0,2022-03-15 17:18:30.762333
Pio XII,401,2022-03-15 17:18:30.762333
San Martin,108,2022-03-15 17:18:30.762333
Txofre,0,2022-03-15 17:18:30.762333
Zuatzu,0,2022-03-15 17:18:30.762333
Arcco,0,2022-03-15 18:21:53.244060
Atotxa,93,2022-03-15 18:21:53.244060
Boulevard,150,2022-03-15 18:21:53.244060
Buen Pastor,175,2022-03-15 18:21:53.244060
Easo,101,2022-03-15 18:21:53.244060
Estación,237,2022-03-15 18:21:53.244060
Illumbe,0,2022-03-15 18:21:53.244060
Katalunia,212,2022-03-15 18:21:53.244060
Kontxa,381,2022-03-15 18:21:53.244060
Kursaal,0,2022-03-15 18:21:53.244060
Okendo,350,2022-03-15 18:21:53.244060
Ondarreta,0,2022-03-15 18:21:53.244060
Pio XII,401,2022-03-15 18:21:53.244060
San Martin,108,2022-03-15 18:21:53.244060
Txofre,0,2022-03-15 18:21:53.244060
Zuatzu,0,2022-03-15 18:21:53.244060
Arcco,0,2022-03-15 19:15:09.539605
Atotxa,93,2022-03-15 19:15:09.539605
Boulevard,150,2022-03-15 19:15:09.539605
Buen Pastor,175,2022-03-15 19:15:09.539605
Easo,101,2022-03-15 19:15:09.539605
Estación,237,2022-03-15 19:15:09.539605
Illumbe,0,2022-03-15 19:15:09.539605
Katalunia,212,2022-03-15 19:15:09.539605
Kontxa,381,2022-03-15 19:15:09.539605
Kursaal,0,2022-03-15 19:15:09.539605
Okendo,350,2022-03-15 19:15:09.539605
Ondarreta,0,2022-03-15 19:15:09.539605
Pio XII,401,2022-03-15 19:15:09.539605
San Martin,108,2022-03-15 19:15:09.539605
Txofre,0,2022-03-15 19:15:09.539605
Zuatzu,0,2022-03-15 19:15:09.539605
Arcco,0,2022-03-15 20:18:25.522322
Atotxa,93,2022-03-15 20:18:25.522322
Boulevard,150,2022-03-15 20:18:25.522322
Buen Pastor,175,2022-03-15 20:18:25.522322
Easo,101,2022-03-15 20:18:25.522322
Estación,237,2022-03-15 20:18:25.522322
Illumbe,0,2022-03-15 20:18:25.522322
Katalunia,212,2022-03-15 20:18:25.522322
Kontxa,381,2022-03-15 20:18:25.522322
Kursaal,0,2022-03-15 20:18:25.522322
Okendo,350,2022-03-15 20:18:25.522322
Ondarreta,0,2022-03-15 20:18:25.522322
Pio XII,401,2022-03-15 20:18:25.522322
San Martin,108,2022-03-15 20:18:25.522322
Txofre,0,2022-03-15 20:18:25.522322
Zuatzu,0,2022-03-15 20:18:25.522322
Arcco,0,2022-03-15 21:12:48.267013
Atotxa,93,2022-03-15 21:12:48.267013
Boulevard,150,2022-03-15 21:12:48.267013
Buen Pastor,175,2022-03-15 21:12:48.267013
Easo,101,2022-03-15 21:12:48.267013
Estación,237,2022-03-15 21:12:48.267013
Illumbe,0,2022-03-15 21:12:48.267013
Katalunia,212,2022-03-15 21:12:48.267013
Kontxa,381,2022-03-15 21:12:48.267013
Kursaal,0,2022-03-15 21:12:48.267013
Okendo,350,2022-03-15 21:12:48.267013
Ondarreta,0,2022-03-15 21:12:48.267013
Pio XII,401,2022-03-15 21:12:48.267013
San Martin,108,2022-03-15 21:12:48.267013
Txofre,0,2022-03-15 21:12:48.267013
Zuatzu,0,2022-03-15 21:12:48.267013
Arcco,0,2022-03-15 22:18:11.612610
Atotxa,93,2022-03-15 22:18:11.612610
Boulevard,150,2022-03-15 22:18:11.612610
Buen Pastor,175,2022-03-15 22:18:11.612610
Easo,101,2022-03-15 22:18:11.612610
Estación,237,2022-03-15 22:18:11.612610
Illumbe,0,2022-03-15 22:18:11.612610
Katalunia,212,2022-03-15 22:18:11.612610
Kontxa,381,2022-03-15 22:18:11.612610
Kursaal,0,2022-03-15 22:18:11.612610
Okendo,350,2022-03-15 22:18:11.612610
Ondarreta,0,2022-03-15 22:18:11.612610
Pio XII,401,2022-03-15 22:18:11.612610
San Martin,108,2022-03-15 22:18:11.612610
Txofre,0,2022-03-15 22:18:11.612610
Zuatzu,0,2022-03-15 22:18:11.612610
Arcco,0,2022-03-15 23:17:31.888074
Atotxa,93,2022-03-15 23:17:31.888074
Boulevard,150,2022-03-15 23:17:31.888074
Buen Pastor,175,2022-03-15 23:17:31.888074
Easo,101,2022-03-15 23:17:31.888074
Estación,237,2022-03-15 23:17:31.888074
Illumbe,0,2022-03-15 23:17:31.888074
Katalunia,212,2022-03-15 23:17:31.888074
Kontxa,381,2022-03-15 23:17:31.888074
Kursaal,0,2022-03-15 23:17:31.888074
Okendo,350,2022-03-15 23:17:31.888074
Ondarreta,0,2022-03-15 23:17:31.888074
Pio XII,401,2022-03-15 23:17:31.888074
San Martin,108,2022-03-15 23:17:31.888074
Txofre,0,2022-03-15 23:17:31.888074
Zuatzu,0,2022-03-15 23:17:31.888074
Arcco,0,2022-03-16 01:09:46.152224
Atotxa,93,2022-03-16 01:09:46.152224
Boulevard,150,2022-03-16 01:09:46.152224
Buen Pastor,175,2022-03-16 01:09:46.152224
Easo,101,2022-03-16 01:09:46.152224
Estación,237,2022-03-16 01:09:46.152224
Illumbe,0,2022-03-16 01:09:46.152224
Katalunia,212,2022-03-16 01:09:46.152224
Kontxa,381,2022-03-16 01:09:46.152224
Kursaal,0,2022-03-16 01:09:46.152224
Okendo,350,2022-03-16 01:09:46.152224
Ondarreta,0,2022-03-16 01:09:46.152224
Pio XII,401,2022-03-16 01:09:46.152224
San Martin,108,2022-03-16 01:09:46.152224
Txofre,0,2022-03-16 01:09:46.152224
Zuatzu,0,2022-03-16 01:09:46.152224
Arcco,0,2022-03-16 02:44:35.012013
Atotxa,93,2022-03-16 02:44:35.012013
Boulevard,150,2022-03-16 02:44:35.012013
Buen Pastor,175,2022-03-16 02:44:35.012013
Easo,101,2022-03-16 02:44:35.012013
Estación,237,2022-03-16 02:44:35.012013
Illumbe,0,2022-03-16 02:44:35.012013
Katalunia,212,2022-03-16 02:44:35.012013
Kontxa,381,2022-03-16 02:44:35.012013
Kursaal,0,2022-03-16 02:44:35.012013
Okendo,350,2022-03-16 02:44:35.012013
Ondarreta,0,2022-03-16 02:44:35.012013
Pio XII,401,2022-03-16 02:44:35.012013
San Martin,108,2022-03-16 02:44:35.012013
Txofre,0,2022-03-16 02:44:35.012013
Zuatzu,0,2022-03-16 02:44:35.012013
Arcco,0,2022-03-16 03:20:11.673539
Atotxa,93,2022-03-16 03:20:11.673539
Boulevard,150,2022-03-16 03:20:11.673539
Buen Pastor,175,2022-03-16 03:20:11.673539
Easo,101,2022-03-16 03:20:11.673539
Estación,237,2022-03-16 03:20:11.673539
Illumbe,0,2022-03-16 03:20:11.673539
Katalunia,212,2022-03-16 03:20:11.673539
Kontxa,381,2022-03-16 03:20:11.673539
Kursaal,0,2022-03-16 03:20:11.673539
Okendo,350,2022-03-16 03:20:11.673539
Ondarreta,0,2022-03-16 03:20:11.673539
Pio XII,401,2022-03-16 03:20:11.673539
San Martin,108,2022-03-16 03:20:11.673539
Txofre,0,2022-03-16 03:20:11.673539
Zuatzu,0,2022-03-16 03:20:11.673539
Arcco,0,2022-03-16 04:21:23.350100
Atotxa,93,2022-03-16 04:21:23.350100
Boulevard,150,2022-03-16 04:21:23.350100
Buen Pastor,175,2022-03-16 04:21:23.350100
Easo,101,2022-03-16 04:21:23.350100
Estación,237,2022-03-16 04:21:23.350100
Illumbe,0,2022-03-16 04:21:23.350100
Katalunia,212,2022-03-16 04:21:23.350100
Kontxa,381,2022-03-16 04:21:23.350100
Kursaal,0,2022-03-16 04:21:23.350100
Okendo,350,2022-03-16 04:21:23.350100
Ondarreta,0,2022-03-16 04:21:23.350100
Pio XII,401,2022-03-16 04:21:23.350100
San Martin,108,2022-03-16 04:21:23.350100
Txofre,0,2022-03-16 04:21:23.350100
Zuatzu,0,2022-03-16 04:21:23.350100
Arcco,0,2022-03-16 05:15:38.947450
Atotxa,93,2022-03-16 05:15:38.947450
Boulevard,150,2022-03-16 05:15:38.947450
Buen Pastor,175,2022-03-16 05:15:38.947450
Easo,101,2022-03-16 05:15:38.947450
Estación,237,2022-03-16 05:15:38.947450
Illumbe,0,2022-03-16 05:15:38.947450
Katalunia,212,2022-03-16 05:15:38.947450
Kontxa,381,2022-03-16 05:15:38.947450
Kursaal,0,2022-03-16 05:15:38.947450
Okendo,350,2022-03-16 05:15:38.947450
Ondarreta,0,2022-03-16 05:15:38.947450
Pio XII,401,2022-03-16 05:15:38.947450
San Martin,108,2022-03-16 05:15:38.947450
Txofre,0,2022-03-16 05:15:38.947450
Zuatzu,0,2022-03-16 05:15:38.947450
Arcco,0,2022-03-16 06:20:52.884791
Atotxa,93,2022-03-16 06:20:52.884791
Boulevard,150,2022-03-16 06:20:52.884791
Buen Pastor,175,2022-03-16 06:20:52.884791
Easo,101,2022-03-16 06:20:52.884791
Estación,237,2022-03-16 06:20:52.884791
Illumbe,0,2022-03-16 06:20:52.884791
Katalunia,212,2022-03-16 06:20:52.884791
Kontxa,381,2022-03-16 06:20:52.884791
Kursaal,0,2022-03-16 06:20:52.884791
Okendo,350,2022-03-16 06:20:52.884791
Ondarreta,0,2022-03-16 06:20:52.884791
Pio XII,401,2022-03-16 06:20:52.884791
San Martin,108,2022-03-16 06:20:52.884791
Txofre,0,2022-03-16 06:20:52.884791
Zuatzu,0,2022-03-16 06:20:52.884791
Arcco,0,2022-03-16 07:17:01.940568
Atotxa,93,2022-03-16 07:17:01.940568
Boulevard,150,2022-03-16 07:17:01.940568
Buen Pastor,175,2022-03-16 07:17:01.940568
Easo,101,2022-03-16 07:17:01.940568
Estación,237,2022-03-16 07:17:01.940568
Illumbe,0,2022-03-16 07:17:01.940568
Katalunia,212,2022-03-16 07:17:01.940568
Kontxa,381,2022-03-16 07:17:01.940568
Kursaal,0,2022-03-16 07:17:01.940568
Okendo,350,2022-03-16 07:17:01.940568
Ondarreta,0,2022-03-16 07:17:01.940568
Pio XII,401,2022-03-16 07:17:01.940568
San Martin,108,2022-03-16 07:17:01.940568
Txofre,0,2022-03-16 07:17:01.940568
Zuatzu,0,2022-03-16 07:17:01.940568
Arcco,0,2022-03-16 08:22:28.197434
Atotxa,93,2022-03-16 08:22:28.197434
Boulevard,150,2022-03-16 08:22:28.197434
Buen Pastor,175,2022-03-16 08:22:28.197434
Easo,101,2022-03-16 08:22:28.197434
Estación,237,2022-03-16 08:22:28.197434
Illumbe,0,2022-03-16 08:22:28.197434
Katalunia,212,2022-03-16 08:22:28.197434
Kontxa,381,2022-03-16 08:22:28.197434
Kursaal,0,2022-03-16 08:22:28.197434
Okendo,350,2022-03-16 08:22:28.197434
Ondarreta,0,2022-03-16 08:22:28.197434
Pio XII,401,2022-03-16 08:22:28.197434
San Martin,108,2022-03-16 08:22:28.197434
Txofre,0,2022-03-16 08:22:28.197434
Zuatzu,0,2022-03-16 08:22:28.197434
Arcco,0,2022-03-16 09:21:08.296840
Atotxa,93,2022-03-16 09:21:08.296840
Boulevard,150,2022-03-16 09:21:08.296840
Buen Pastor,175,2022-03-16 09:21:08.296840
Easo,101,2022-03-16 09:21:08.296840
Estación,237,2022-03-16 09:21:08.296840
Illumbe,0,2022-03-16 09:21:08.296840
Katalunia,212,2022-03-16 09:21:08.296840
Kontxa,381,2022-03-16 09:21:08.296840
Kursaal,0,2022-03-16 09:21:08.296840
Okendo,350,2022-03-16 09:21:08.296840
Ondarreta,0,2022-03-16 09:21:08.296840
Pio XII,401,2022-03-16 09:21:08.296840
San Martin,108,2022-03-16 09:21:08.296840
Txofre,0,2022-03-16 09:21:08.296840
Zuatzu,0,2022-03-16 09:21:08.296840
Arcco,0,2022-03-16 10:23:03.529277
Atotxa,93,2022-03-16 10:23:03.529277
Boulevard,150,2022-03-16 10:23:03.529277
Buen Pastor,175,2022-03-16 10:23:03.529277
Easo,101,2022-03-16 10:23:03.529277
Estación,237,2022-03-16 10:23:03.529277
Illumbe,0,2022-03-16 10:23:03.529277
Katalunia,212,2022-03-16 10:23:03.529277
Kontxa,381,2022-03-16 10:23:03.529277
Kursaal,0,2022-03-16 10:23:03.529277
Okendo,350,2022-03-16 10:23:03.529277
Ondarreta,0,2022-03-16 10:23:03.529277
Pio XII,401,2022-03-16 10:23:03.529277
San Martin,108,2022-03-16 10:23:03.529277
Txofre,0,2022-03-16 10:23:03.529277
Zuatzu,0,2022-03-16 10:23:03.529277
Arcco,0,2022-03-16 11:18:40.267902
Atotxa,93,2022-03-16 11:18:40.267902
Boulevard,150,2022-03-16 11:18:40.267902
Buen Pastor,175,2022-03-16 11:18:40.267902
Easo,101,2022-03-16 11:18:40.267902
Estación,237,2022-03-16 11:18:40.267902
Illumbe,0,2022-03-16 11:18:40.267902
Katalunia,212,2022-03-16 11:18:40.267902
Kontxa,381,2022-03-16 11:18:40.267902
Kursaal,0,2022-03-16 11:18:40.267902
Okendo,350,2022-03-16 11:18:40.267902
Ondarreta,0,2022-03-16 11:18:40.267902
Pio XII,401,2022-03-16 11:18:40.267902
San Martin,108,2022-03-16 11:18:40.267902
Txofre,0,2022-03-16 11:18:40.267902
Zuatzu,0,2022-03-16 11:18:40.267902
Arcco,0,2022-03-16 12:33:01.020256
Atotxa,93,2022-03-16 12:33:01.020256
Boulevard,150,2022-03-16 12:33:01.020256
Buen Pastor,175,2022-03-16 12:33:01.020256
Easo,101,2022-03-16 12:33:01.020256
Estación,237,2022-03-16 12:33:01.020256
Illumbe,0,2022-03-16 12:33:01.020256
Katalunia,212,2022-03-16 12:33:01.020256
Kontxa,381,2022-03-16 12:33:01.020256
Kursaal,0,2022-03-16 12:33:01.020256
Okendo,350,2022-03-16 12:33:01.020256
Ondarreta,0,2022-03-16 12:33:01.020256
Pio XII,401,2022-03-16 12:33:01.020256
San Martin,108,2022-03-16 12:33:01.020256
Txofre,0,2022-03-16 12:33:01.020256
Zuatzu,0,2022-03-16 12:33:01.020256
Arcco,0,2022-03-16 13:23:14.284042
Atotxa,93,2022-03-16 13:23:14.284042
Boulevard,150,2022-03-16 13:23:14.284042
Buen Pastor,175,2022-03-16 13:23:14.284042
Easo,101,2022-03-16 13:23:14.284042
Estación,237,2022-03-16 13:23:14.284042
Illumbe,0,2022-03-16 13:23:14.284042
Katalunia,212,2022-03-16 13:23:14.284042
Kontxa,381,2022-03-16 13:23:14.284042
Kursaal,0,2022-03-16 13:23:14.284042
Okendo,350,2022-03-16 13:23:14.284042
Ondarreta,0,2022-03-16 13:23:14.284042
Pio XII,401,2022-03-16 13:23:14.284042
San Martin,108,2022-03-16 13:23:14.284042
Txofre,0,2022-03-16 13:23:14.284042
Zuatzu,0,2022-03-16 13:23:14.284042
Arcco,0,2022-03-16 14:20:01.281522
Atotxa,93,2022-03-16 14:20:01.281522
Boulevard,150,2022-03-16 14:20:01.281522
Buen Pastor,175,2022-03-16 14:20:01.281522
Easo,101,2022-03-16 14:20:01.281522
Estación,237,2022-03-16 14:20:01.281522
Illumbe,0,2022-03-16 14:20:01.281522
Katalunia,212,2022-03-16 14:20:01.281522
Kontxa,381,2022-03-16 14:20:01.281522
Kursaal,0,2022-03-16 14:20:01.281522
Okendo,350,2022-03-16 14:20:01.281522
Ondarreta,0,2022-03-16 14:20:01.281522
Pio XII,401,2022-03-16 14:20:01.281522
San Martin,108,2022-03-16 14:20:01.281522
Txofre,0,2022-03-16 14:20:01.281522
Zuatzu,0,2022-03-16 14:20:01.281522
Arcco,0,2022-03-16 15:23:11.187357
Atotxa,93,2022-03-16 15:23:11.187357
Boulevard,150,2022-03-16 15:23:11.187357
Buen Pastor,175,2022-03-16 15:23:11.187357
Easo,101,2022-03-16 15:23:11.187357
Estación,237,2022-03-16 15:23:11.187357
Illumbe,0,2022-03-16 15:23:11.187357
Katalunia,212,2022-03-16 15:23:11.187357
Kontxa,381,2022-03-16 15:23:11.187357
Kursaal,0,2022-03-16 15:23:11.187357
Okendo,350,2022-03-16 15:23:11.187357
Ondarreta,0,2022-03-16 15:23:11.187357
Pio XII,401,2022-03-16 15:23:11.187357
San Martin,108,2022-03-16 15:23:11.187357
Txofre,0,2022-03-16 15:23:11.187357
Zuatzu,0,2022-03-16 15:23:11.187357
Arcco,0,2022-03-16 16:23:55.813541
Atotxa,93,2022-03-16 16:23:55.813541
Boulevard,150,2022-03-16 16:23:55.813541
Buen Pastor,175,2022-03-16 16:23:55.813541
Easo,101,2022-03-16 16:23:55.813541
Estación,237,2022-03-16 16:23:55.813541
Illumbe,0,2022-03-16 16:23:55.813541
Katalunia,212,2022-03-16 16:23:55.813541
Kontxa,381,2022-03-16 16:23:55.813541
Kursaal,0,2022-03-16 16:23:55.813541
Okendo,350,2022-03-16 16:23:55.813541
Ondarreta,0,2022-03-16 16:23:55.813541
Pio XII,401,2022-03-16 16:23:55.813541
San Martin,108,2022-03-16 16:23:55.813541
Txofre,0,2022-03-16 16:23:55.813541
Zuatzu,0,2022-03-16 16:23:55.813541
Arcco,0,2022-03-16 17:18:09.817070
Atotxa,93,2022-03-16 17:18:09.817070
Boulevard,150,2022-03-16 17:18:09.817070
Buen Pastor,175,2022-03-16 17:18:09.817070
Easo,101,2022-03-16 17:18:09.817070
Estación,237,2022-03-16 17:18:09.817070
Illumbe,0,2022-03-16 17:18:09.817070
Katalunia,212,2022-03-16 17:18:09.817070
Kontxa,381,2022-03-16 17:18:09.817070
Kursaal,0,2022-03-16 17:18:09.817070
Okendo,350,2022-03-16 17:18:09.817070
Ondarreta,0,2022-03-16 17:18:09.817070
Pio XII,401,2022-03-16 17:18:09.817070
San Martin,108,2022-03-16 17:18:09.817070
Txofre,0,2022-03-16 17:18:09.817070
Zuatzu,0,2022-03-16 17:18:09.817070
Arcco,0,2022-03-16 18:20:36.632992
Atotxa,93,2022-03-16 18:20:36.632992
Boulevard,150,2022-03-16 18:20:36.632992
Buen Pastor,175,2022-03-16 18:20:36.632992
Easo,101,2022-03-16 18:20:36.632992
Estación,237,2022-03-16 18:20:36.632992
Illumbe,0,2022-03-16 18:20:36.632992
Katalunia,212,2022-03-16 18:20:36.632992
Kontxa,381,2022-03-16 18:20:36.632992
Kursaal,0,2022-03-16 18:20:36.632992
Okendo,350,2022-03-16 18:20:36.632992
Ondarreta,0,2022-03-16 18:20:36.632992
Pio XII,401,2022-03-16 18:20:36.632992
San Martin,108,2022-03-16 18:20:36.632992
Txofre,0,2022-03-16 18:20:36.632992
Zuatzu,0,2022-03-16 18:20:36.632992
Arcco,0,2022-03-16 19:18:03.364339
Atotxa,93,2022-03-16 19:18:03.364339
Boulevard,150,2022-03-16 19:18:03.364339
Buen Pastor,175,2022-03-16 19:18:03.364339
Easo,101,2022-03-16 19:18:03.364339
Estación,237,2022-03-16 19:18:03.364339
Illumbe,0,2022-03-16 19:18:03.364339
Katalunia,212,2022-03-16 19:18:03.364339
Kontxa,381,2022-03-16 19:18:03.364339
Kursaal,0,2022-03-16 19:18:03.364339
Okendo,350,2022-03-16 19:18:03.364339
Ondarreta,0,2022-03-16 19:18:03.364339
Pio XII,401,2022-03-16 19:18:03.364339
San Martin,108,2022-03-16 19:18:03.364339
Txofre,0,2022-03-16 19:18:03.364339
Zuatzu,0,2022-03-16 19:18:03.364339
Arcco,0,2022-03-16 20:18:14.552143
Atotxa,93,2022-03-16 20:18:14.552143
Boulevard,150,2022-03-16 20:18:14.552143
Buen Pastor,175,2022-03-16 20:18:14.552143
Easo,101,2022-03-16 20:18:14.552143
Estación,237,2022-03-16 20:18:14.552143
Illumbe,0,2022-03-16 20:18:14.552143
Katalunia,212,2022-03-16 20:18:14.552143
Kontxa,381,2022-03-16 20:18:14.552143
Kursaal,0,2022-03-16 20:18:14.552143
Okendo,350,2022-03-16 20:18:14.552143
Ondarreta,0,2022-03-16 20:18:14.552143
Pio XII,401,2022-03-16 20:18:14.552143
San Martin,108,2022-03-16 20:18:14.552143
Txofre,0,2022-03-16 20:18:14.552143
Zuatzu,0,2022-03-16 20:18:14.552143
Arcco,0,2022-03-16 21:16:01.761730
Atotxa,93,2022-03-16 21:16:01.761730
Boulevard,150,2022-03-16 21:16:01.761730
Buen Pastor,175,2022-03-16 21:16:01.761730
Easo,101,2022-03-16 21:16:01.761730
Estación,237,2022-03-16 21:16:01.761730
Illumbe,0,2022-03-16 21:16:01.761730
Katalunia,212,2022-03-16 21:16:01.761730
Kontxa,381,2022-03-16 21:16:01.761730
Kursaal,0,2022-03-16 21:16:01.761730
Okendo,350,2022-03-16 21:16:01.761730
Ondarreta,0,2022-03-16 21:16:01.761730
Pio XII,401,2022-03-16 21:16:01.761730
San Martin,108,2022-03-16 21:16:01.761730
Txofre,0,2022-03-16 21:16:01.761730
Zuatzu,0,2022-03-16 21:16:01.761730
Arcco,0,2022-03-16 22:15:48.329418
Atotxa,93,2022-03-16 22:15:48.329418
Boulevard,150,2022-03-16 22:15:48.329418
Buen Pastor,175,2022-03-16 22:15:48.329418
Easo,101,2022-03-16 22:15:48.329418
Estación,237,2022-03-16 22:15:48.329418
Illumbe,0,2022-03-16 22:15:48.329418
Katalunia,212,2022-03-16 22:15:48.329418
Kontxa,381,2022-03-16 22:15:48.329418
Kursaal,0,2022-03-16 22:15:48.329418
Okendo,350,2022-03-16 22:15:48.329418
Ondarreta,0,2022-03-16 22:15:48.329418
Pio XII,401,2022-03-16 22:15:48.329418
San Martin,108,2022-03-16 22:15:48.329418
Txofre,0,2022-03-16 22:15:48.329418
Zuatzu,0,2022-03-16 22:15:48.329418
Arcco,0,2022-03-16 23:16:56.194726
Atotxa,93,2022-03-16 23:16:56.194726
Boulevard,150,2022-03-16 23:16:56.194726
Buen Pastor,175,2022-03-16 23:16:56.194726
Easo,101,2022-03-16 23:16:56.194726
Estación,237,2022-03-16 23:16:56.194726
Illumbe,0,2022-03-16 23:16:56.194726
Katalunia,212,2022-03-16 23:16:56.194726
Kontxa,381,2022-03-16 23:16:56.194726
Kursaal,0,2022-03-16 23:16:56.194726
Okendo,350,2022-03-16 23:16:56.194726
Ondarreta,0,2022-03-16 23:16:56.194726
Pio XII,401,2022-03-16 23:16:56.194726
San Martin,108,2022-03-16 23:16:56.194726
Txofre,0,2022-03-16 23:16:56.194726
Zuatzu,0,2022-03-16 23:16:56.194726
Arcco,0,2022-03-17 01:07:15.950305
Atotxa,93,2022-03-17 01:07:15.950305
Boulevard,150,2022-03-17 01:07:15.950305
Buen Pastor,175,2022-03-17 01:07:15.950305
Easo,101,2022-03-17 01:07:15.950305
Estación,237,2022-03-17 01:07:15.950305
Illumbe,0,2022-03-17 01:07:15.950305
Katalunia,212,2022-03-17 01:07:15.950305
Kontxa,381,2022-03-17 01:07:15.950305
Kursaal,0,2022-03-17 01:07:15.950305
Okendo,350,2022-03-17 01:07:15.950305
Ondarreta,0,2022-03-17 01:07:15.950305
Pio XII,401,2022-03-17 01:07:15.950305
San Martin,108,2022-03-17 01:07:15.950305
Txofre,0,2022-03-17 01:07:15.950305
Zuatzu,0,2022-03-17 01:07:15.950305
Arcco,0,2022-03-17 02:40:09.596318
Atotxa,93,2022-03-17 02:40:09.596318
Boulevard,150,2022-03-17 02:40:09.596318
Buen Pastor,175,2022-03-17 02:40:09.596318
Easo,101,2022-03-17 02:40:09.596318
Estación,237,2022-03-17 02:40:09.596318
Illumbe,0,2022-03-17 02:40:09.596318
Katalunia,212,2022-03-17 02:40:09.596318
Kontxa,381,2022-03-17 02:40:09.596318
Kursaal,0,2022-03-17 02:40:09.596318
Okendo,350,2022-03-17 02:40:09.596318
Ondarreta,0,2022-03-17 02:40:09.596318
Pio XII,401,2022-03-17 02:40:09.596318
San Martin,108,2022-03-17 02:40:09.596318
Txofre,0,2022-03-17 02:40:09.596318
Zuatzu,0,2022-03-17 02:40:09.596318
Arcco,0,2022-03-17 03:18:24.837176
Atotxa,93,2022-03-17 03:18:24.837176
Boulevard,150,2022-03-17 03:18:24.837176
Buen Pastor,175,2022-03-17 03:18:24.837176
Easo,101,2022-03-17 03:18:24.837176
Estación,237,2022-03-17 03:18:24.837176
Illumbe,0,2022-03-17 03:18:24.837176
Katalunia,212,2022-03-17 03:18:24.837176
Kontxa,381,2022-03-17 03:18:24.837176
Kursaal,0,2022-03-17 03:18:24.837176
Okendo,350,2022-03-17 03:18:24.837176
Ondarreta,0,2022-03-17 03:18:24.837176
Pio XII,401,2022-03-17 03:18:24.837176
San Martin,108,2022-03-17 03:18:24.837176
